exam_year,season,question_no,answer,main_category,sub_category,keyword,question_theme,trap_point,learning_type,priority,pm_relevance,source_file
2017,spring,10,ウ,セキュア開発・脆弱性管理・CVE・CVSS,CVE,CVE,JVN(JapanVulnerabilityNotes)などの脆弱性対策ポータルサイトで採用され,CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,2017h29h_sc_am2_qs.pdf
2017,spring,11,ア,Web脆弱性,MITB,MITB,インターネットバンキングの利用時に被害をもたらすMITB(Man-in-the-Browser),XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2017h29h_sc_am2_qs.pdf
2017,spring,12,イ,Web脆弱性,Webアプリケーション,Webアプリケーション,"Webアプリケーションの脆弱性を悪用する攻撃手法のうち,Webページ上で入力した文字列がPerl",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2017h29h_sc_am2_qs.pdf
2017,spring,13,ウ,マルウェア・ランサムウェア・標的型攻撃,ウイルス,ウイルス,"ウイルス対策ソフトでの,フォールスネガティブに該当するものはどれか。",ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2017h29h_sc_am2_qs.pdf
2017,spring,14,ア,認証・認可・SAML・OAuth,OAuth,OAuth,"特定の利用者が所有するリソースが,WebサービスA上にある。OAuth2.0において,その利用者",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2017h29h_sc_am2_qs.pdf
2017,spring,15,イ,メールセキュリティ,OP25B,OP25B,"インターネットサービスプロバイダ(ISP)が,OP25Bを導入する目的はどれか。",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,2017h29h_sc_am2_qs.pdf
2017,spring,16,ウ,マルウェア・ランサムウェア・標的型攻撃,サンドボックス,サンドボックス,"サンドボックスの仕組みに関する記述のうち,適切なものはどれか。",ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2017h29h_sc_am2_qs.pdf
2017,spring,17,イ,認証・認可・SAML・OAuth,RADIUS,RADIUS,利用者認証情報を管理するサーバ1台と複数のアクセスポイントで構成された無線LAN環境を実現したい,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2017h29h_sc_am2_qs.pdf
2017,spring,18,イ,DoS/DDoS・ボットネット,ICMPFlood,ICMPFlood,ICMPFlood攻撃に該当するものはどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,2017h29h_sc_am2_qs.pdf
2017,spring,19,ア,ネットワーク,イーサネット,イーサネット,"PCやスイッチングハブがもつイーサネットインタフェース(物理ポート)の,AutomaticMDI",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29h_sc_am2_qs.pdf
2017,spring,20,ア,認証・認可・SAML・OAuth,アクセス制御,アクセス制御,IEEE802.11a/b/g/nで採用されているアクセス制御方式はどれか。,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2017h29h_sc_am2_qs.pdf
2017,spring,21,ア,データベース,SQL,SQL,次のSQL文をA表の所有者が発行した場合を説明したものはどれか。,NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,2017h29h_sc_am2_qs.pdf
2017,spring,22,ア,開発技術・サービスマネジメント,JISX25010,JISX25010,システム及びソフトウェア品質モデルの規格であるJISX25010:2013で定義されたシステム及,テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2017h29h_sc_am2_qs.pdf
2017,spring,23,イ,ネットワーク,TCP,TCP,"コンテンツの不正な複製を防止する方式の一つであるDTCP-IPの説明として,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29h_sc_am2_qs.pdf
2017,spring,24,エ,データベース,データベース,データベース,"データの追加・変更・削除が,少ないながらも一定の頻度で行われるデータベースがある。このデータベー",NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,2017h29h_sc_am2_qs.pdf
2017,spring,25,ウ,ISMS・リスク管理・監査・法制度,監査,監査,"ある企業が,自社が提供するWebサービスの信頼性について,外部監査人による保証を受ける場合におい",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2017h29h_sc_am2_qs.pdf
2017,autumn,1,エ,PKI・証明書・TLS・HTTPS,CRL,CRL,CRL(CertificateRevocationList)に掲載されるものはどれか。,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,2017h29a_sc_am2_qs.pdf
2017,autumn,2,ウ,Web脆弱性,CSP,CSP,PKIを構成するOCSPを利用する目的はどれか。,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2017h29a_sc_am2_qs.pdf
2017,autumn,3,ア,認証・認可・SAML・OAuth,認可,認可,"標準化団体OASISが,Webサイト間で認証,属性及び認可の情報を安全に交換するために策定したフ",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2017h29a_sc_am2_qs.pdf
2017,autumn,4,エ,暗号・ハッシュ・電子署名,ハッシュ,ハッシュ,"ハッシュ関数の性質の一つである衝突発見困難性に関する記述のうち,適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,5,エ,マルウェア・ランサムウェア・標的型攻撃,エクスプロイト,エクスプロイト,情報セキュリティにおけるエクスプロイトコードの説明はどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,6,ウ,ネットワーク,DNS,DNS,DNSに対するカミンスキー攻撃(Kaminsky'sattack)への対策はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,7,ア,DoS/DDoS・ボットネット,DoS,DoS,DoS攻撃の一つであるSmurf攻撃はどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,8,イ,暗号・ハッシュ・電子署名,暗号,暗号,"暗号化装置において暗号化処理時に消費電力を測定するなどして,当該装置内部の秘密情報を推定する攻撃",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,9,エ,ネットワーク,ファイアウォール,ファイアウォール,ステートフルインスペクション方式のファイアウォールの特徴はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,10,イ,PKI・証明書・TLS・HTTPS,証明書,証明書,"デジタル証明書に関する記述のうち,適切なものはどれか。",CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,2017h29a_sc_am2_qs.pdf
2017,autumn,11,イ,ISMS・リスク管理・監査・法制度,JISQ27,JISQ27,不適合への対応のうちJISQ27000:2014(情報セキュリティマネジメントシステム-用語)の,リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,12,エ,ISMS・リスク管理・監査・法制度,JISQ27,JISQ27,JISQ27000:2014(情報セキュリティマネジメントシステム-用語)における情報セキュリテ,リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,13,ア,セキュア開発・脆弱性管理・CVE・CVSS,脆弱性,脆弱性,"基本評価基準,現状評価基準,環境評価基準の三つの基準で情報システムの脆弱性の深刻度を評価するもの",CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,14,エ,Web脆弱性,Webアプリケーション,Webアプリケーション,"攻撃者が,Webアプリケーションのセッションを乗っ取り,そのセッションを利用してアクセスした場合",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2017h29a_sc_am2_qs.pdf
2017,autumn,15,イ,メールセキュリティ,OP25B,OP25B,"スパムメールの対策として,宛先ポート番号25のメールに対してISPが実施するOP25Bの例はどれ",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,2017h29a_sc_am2_qs.pdf
2017,autumn,16,エ,マルウェア・ランサムウェア・標的型攻撃,フォレンジック,フォレンジック,外部から侵入されたサーバ及びそのサーバに接続されていた記憶媒体を調査対象としてデジタルフォレンジ,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,17,エ,ISMS・リスク管理・監査・法制度,情報セキュリティ,情報セキュリティ,"無線LANの情報セキュリティ対策に関する記述のうち,適切なものはどれか。",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,18,ア,ネットワーク,ブロードキャスト,ブロードキャスト,ルータで接続された二つのセグメント間でのコリジョンの伝搬とブロードキャストフレームの中継について,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,19,イ,ネットワーク,LAN,LAN,"1台のサーバと複数台のクライアントが,100Mビット/秒のLANで接続されている。業務のピーク時",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,20,イ,ネットワーク,IPアドレス,IPアドレス,"ネットワークに接続されているホストのIPアドレスが198.51.100.90で,サブネットマスク",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,21,ウ,ネットワーク,ネットワーク,ネットワーク,"ビッグデータの解析に利用されるニューラルネットワークに関する記述のうち,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2017h29a_sc_am2_qs.pdf
2017,autumn,22,エ,開発技術・サービスマネジメント,JISX25010,JISX25010,JISX25010:2013(システム及びソフトウェア製品の品質要求及び評価(SQuaRE)-シ,テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2017h29a_sc_am2_qs.pdf
2017,autumn,23,ウ,ISMS・リスク管理・監査・法制度,著作権,著作権,"企業間で,商用目的で締結されたソフトウェアの開発請負契約書に著作権の帰属が記載されていない場合,",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2017h29a_sc_am2_qs.pdf
2017,autumn,24,ウ,開発技術・サービスマネジメント,フェールソフト,フェールソフト,"情報システムの設計のうち,フェールソフトの考え方を適用した例はどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2017h29a_sc_am2_qs.pdf
2017,autumn,25,ア,ISMS・リスク管理・監査・法制度,監査,監査,"株式会社の内部監査におけるシステム監査を,システム監査基準(平成16年)に基づいて実施する場合の",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2017h29a_sc_am2_qs.pdf
2018,spring,1,ア,セキュア開発・脆弱性管理・CVE・CVSS,CVSS,CVSS,"CVSSv3の評価基準には,基本評価基準,現状評価基準,環境評価基準の三つがある。基本評価基準の",CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,2018h30h_sc_am2_qs.pdf
2018,spring,2,イ,セキュア開発・脆弱性管理・CVE・CVSS,脆弱性,脆弱性,"Webサーバのログを分析したところ,Webサーバへの攻撃と思われるHTTPリクエストヘッダーが記",CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,2018h30h_sc_am2_qs.pdf
2018,spring,3,ア,暗号・ハッシュ・電子署名,デジタル署名,デジタル署名,"XMLデジタル署名の特徴のうち,適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2018h30h_sc_am2_qs.pdf
2018,spring,4,ア,マルウェア・ランサムウェア・標的型攻撃,エクスプロイト,エクスプロイト,エクスプロイトコードの説明はどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,5,エ,認証・認可・SAML・OAuth,シングルサインオン,シングルサインオン,"シングルサインオンの実装方式に関する記述のうち,適切なものはどれか。",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2018h30h_sc_am2_qs.pdf
2018,spring,6,ウ,ネットワーク,ファイアウォール,ファイアウォール,ファイアウォールにおけるダイナミックパケットフィルタリングの特徴はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,7,エ,暗号・ハッシュ・電子署名,ハッシュ,ハッシュ,発信者がメッセージのハッシュ値からデジタル署名を生成するのに使う鍵はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2018h30h_sc_am2_qs.pdf
2018,spring,8,エ,PKI・証明書・TLS・HTTPS,CRL,CRL,X.509におけるCRL(CertificateRevocationList)に関する記述のうち,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,2018h30h_sc_am2_qs.pdf
2018,spring,9,イ,認証・認可・SAML・OAuth,認証デバイス,認証デバイス,"認証デバイスに関する記述のうち,適切なものはどれか。",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2018h30h_sc_am2_qs.pdf
2018,spring,10,エ,ISMS・リスク管理・監査・法制度,J-CSIP,J-CSIP,"サイバー情報共有イニシアティブ(J-CSIP)の説明として,適切なものはどれか。",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2018h30h_sc_am2_qs.pdf
2018,spring,11,ウ,Web脆弱性,cookie,cookie,"cookieにsecure属性を設定しなかったときと比較した,設定したときの動作の差として,適切",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2018h30h_sc_am2_qs.pdf
2018,spring,12,ア,メールセキュリティ,DKIM,DKIM,スパムメールへの対策であるDKIM(DomainKeysIdentifiedMail)の説明はど,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,2018h30h_sc_am2_qs.pdf
2018,spring,13,ウ,暗号・ハッシュ・電子署名,テンペスト,テンペスト,テンペスト攻撃を説明したものはどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2018h30h_sc_am2_qs.pdf
2018,spring,14,イ,マルウェア・ランサムウェア・標的型攻撃,マルウェア,マルウェア,"内部ネットワークのPCがダウンローダ型マルウェアに感染したとき,そのマルウェアがインターネット経",ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,15,ア,マルウェア・ランサムウェア・標的型攻撃,ルートキット,ルートキット,ルートキットの特徴はどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,16,ア,ネットワーク,DNS,DNS,DNSSECで実現できることはどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,17,エ,Web脆弱性,SQLインジェクション,SQLインジェクション,"SQLインジェクション対策について,Webアプリケーションの実装における対策と,Webアプリケー",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2018h30h_sc_am2_qs.pdf
2018,spring,18,ア,ネットワーク,IPv4,IPv4,"IPv4において,IPパケットで送られているデータが,ICMPメッセージであることを識別できるヘ",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,19,ウ,ネットワーク,LAN,LAN,"IEEE802.1QのVLAN機能を有したスイッチにおいて,複数のVLANに所属しているポートを",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,20,イ,ネットワーク,WebDAV,WebDAV,WebDAVの特徴はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30h_sc_am2_qs.pdf
2018,spring,21,エ,データベース,DBMS,DBMS,DBMSがトランザクションのコミット処理を完了するタイミングはどれか。,NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,2018h30h_sc_am2_qs.pdf
2018,spring,22,ウ,開発技術・サービスマネジメント,UML,UML,"UML2.0において,オブジェクト間の相互作用を時間の経過に注目して記述するものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2018h30h_sc_am2_qs.pdf
2018,spring,23,エ,開発技術・サービスマネジメント,XP,XP,"エクストリームプログラミング(XP:eXtremeProgramming)における""テスト駆動開",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2018h30h_sc_am2_qs.pdf
2018,spring,24,ウ,開発技術・サービスマネジメント,可用性,可用性,"サービス提供時間帯が毎日0~24時のITサービスにおいて,ある年の4月1日0時から6月30日24",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,mechanism,C,low,2018h30h_sc_am2_qs.pdf
2018,spring,25,ア,ISMS・リスク管理・監査・法制度,監査,監査,"データベースの直接修正に関して,監査人がシステム監査報告書で報告すべき指摘事項はどれか。ここで,",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2018h30h_sc_am2_qs.pdf
2018,autumn,1,ア,暗号・ハッシュ・電子署名,AES,AES,AESの特徴はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,2,ウ,セキュア開発・脆弱性管理・CVE・CVSS,CVE,CVE,JVNなどの脆弱性対策情報ポータルサイトで採用されているCVE(CommonVulnerabil,CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,3,エ,暗号・ハッシュ・電子署名,ブロックチェーン,ブロックチェーン,"ブロックチェーンに関する記述のうち,適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,4,ア,DoS/DDoS・ボットネット,DoS,DoS,マルチベクトル型DDoS攻撃に該当するものはどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,5,ア,暗号・ハッシュ・電子署名,FIPSPUB140,FIPSPUB140,FIPSPUB140-2の記述内容はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,6,ア,ISMS・リスク管理・監査・法制度,サイバーセキュリティ,サイバーセキュリティ,"経済産業省とIPAが策定した""サイバーセキュリティ経営ガイドライン(Ver2.0)""の説明はどれ",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,7,ア,DoS/DDoS・ボットネット,DoS,DoS,UDPの性質を悪用したDDoS攻撃に該当するものはどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,8,ア,認証・認可・SAML・OAuth,認証,認証,"EDSA認証における評価対象と評価項目について,適切な組みはどれか。",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,9,イ,Web脆弱性,MITB,MITB,インターネットバンキングの利用時に被害をもたらすMITB(ManintheBrowser)攻撃に,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,10,ウ,クラウド・ゼロトラスト・ログ管理・SIEM,クラウド,クラウド,JISX9401:2016(情報技術-クラウドコンピューティング-概要及び用語)の定義によるクラ,CASB/CSPM/SIEM/SOAR/UEBAの機能の混同,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,11,エ,DoS/DDoS・ボットネット,Mirai,Mirai,マルウェアMiraiの動作はどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,12,エ,PKI・証明書・TLS・HTTPS,HTTPS,HTTPS,HTTPStrictTransportSecurity(HSTS)の動作はどれか。,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,13,イ,Web脆弱性,Webアプリケーション,Webアプリケーション,"Webアプリケーションの脆弱性を悪用する攻撃手法のうち,Webページ上で入力した文字列がPerl",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,14,ウ,メールセキュリティ,SMTP-AUTH,SMTP-AUTH,SMTP-AUTHの特徴はどれか。,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,15,ウ,PKI・証明書・TLS・HTTPS,TLS,TLS,"TLSに関する記述のうち,適切なものはどれか。",CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,16,ア,メールセキュリティ,電子メール,電子メール,"電子メール又はその通信を暗号化する三つのプロトコルについて,公開鍵を用意する単位の組合せのうち,",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,17,イ,認証・認可・SAML・OAuth,RADIUS,RADIUS,利用者認証情報を管理するサーバ1台と複数のアクセスポイントで構成された無線LAN環境を実現したい,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2018h30a_sc_am2_qs.pdf
2018,autumn,18,ア,ネットワーク,TCP,TCP,TCPのコネクション確立方式である3ウェイハンドシェイクを表す図はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30a_sc_am2_qs.pdf
2018,autumn,19,ウ,ネットワーク,IPアドレス,IPアドレス,"クラスDのIPアドレス(224.0.0.0~239.255.255.255)に関する記述として,",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30a_sc_am2_qs.pdf
2018,autumn,20,ウ,ネットワーク,無線LAN,無線LAN,"日本国内において,無線LANの規格IEEE802.11n及びIEEE802.11acで使用される",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2018h30a_sc_am2_qs.pdf
2018,autumn,21,エ,データベース,SQL,SQL,"次のSQL文の実行結果の説明に関する記述のうち,適切なものはどれか。",NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,2018h30a_sc_am2_qs.pdf
2018,autumn,22,イ,開発技術・サービスマネジメント,テスト,テスト,図のような階層構造で設計及び実装した組込みシステムがある。このシステムの開発プロジェクトにおいて,テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2018h30a_sc_am2_qs.pdf
2018,autumn,23,ウ,開発技術・サービスマネジメント,SOA,SOA,"SOAでサービスを設計する際の注意点のうち,適切なものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,2018h30a_sc_am2_qs.pdf
2018,autumn,24,ウ,ISMS・リスク管理・監査・法制度,情報セキュリティ管理,情報セキュリティ管理,"ITサービスマネジメントの情報セキュリティ管理プロセスに対して,JISQ20000-1(サービス",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2018h30a_sc_am2_qs.pdf
2018,autumn,25,ウ,ISMS・リスク管理・監査・法制度,監査,監査,"ある企業が,自社が提供するWebシステムのセキュリティについて,外部監査人による保証を受ける場合",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2018h30a_sc_am2_qs.pdf
2019,spring,1,エ,PKI・証明書・TLS・HTTPS,CRL,CRL,CRL(CertificateRevocationList)に掲載されるものはどれか。,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,2019h31h_sc_am2_qs.pdf
2019,spring,2,ウ,Web脆弱性,CSP,CSP,PKIを構成するOCSPを利用する目的はどれか。,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2019h31h_sc_am2_qs.pdf
2019,spring,3,ア,認証・認可・SAML・OAuth,認可,認可,"標準化団体OASISが,Webサイトなどを運営するオンラインビジネスパートナ間で認証,属性及び認",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,2019h31h_sc_am2_qs.pdf
2019,spring,4,エ,暗号・ハッシュ・電子署名,ハッシュ,ハッシュ,"ハッシュ関数の性質の一つである衝突発見困難性に関する記述のうち,適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2019h31h_sc_am2_qs.pdf
2019,spring,5,ア,マルウェア・ランサムウェア・標的型攻撃,クリプトジャッキング,クリプトジャッキング,"仮想通貨環境において,報酬を得るために行われるクリプトジャッキングはどれか。",ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,2019h31h_sc_am2_qs.pdf
2019,spring,6,ア,DoS/DDoS・ボットネット,DoS,DoS,DoS攻撃の一つであるSmurf攻撃はどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,2019h31h_sc_am2_qs.pdf
2019,spring,7,ア,暗号・ハッシュ・電子署名,サイドチャネル,サイドチャネル,サイドチャネル攻撃に該当するものはどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2019h31h_sc_am2_qs.pdf
2019,spring,8,ウ,Web脆弱性,トランザクション署名,トランザクション署名,"インターネットバンキングサービスを提供するWebサイトを利用する際に,トランザクション署名の機能",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2019h31h_sc_am2_qs.pdf
2019,spring,9,ウ,暗号・ハッシュ・電子署名,暗号,暗号,"総務省及び経済産業省が策定した""電子政府における調達のために参照すべき暗号のリスト(CRYPTR",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,2019h31h_sc_am2_qs.pdf
2019,spring,10,エ,Web脆弱性,クロスサイト,クロスサイト,"クロスサイトリクエストフォージェリ攻撃の対策として,効果がないものはどれか。",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,2019h31h_sc_am2_qs.pdf
2019,spring,11,イ,ネットワーク,DNS,DNS,DNSキャッシュポイズニング攻撃に対して有効な対策はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2019h31h_sc_am2_qs.pdf
2019,spring,12,イ,ネットワーク,LAN,LAN,VLAN機能をもった1台のレイヤー3スイッチに複数のPCを接続している。スイッチのポートをグルー,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,2019h31h_sc_am2_qs.pdf
2019,spring,13,エ,ISMS・リスク管理・監査・法制度,情報セキュリティ,情報セキュリティ,"無線LANの情報セキュリティ対策に関する記述のうち,適切なものはどれか。",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,2019h31h_sc_am2_qs.pdf
